    ---------------------------------------------------------------------------,,,,,,,
    *                                                                      ,,,,,,,
    * Data units = mm                            ,,,,,,,
    * TOP/BOTTOM,REFDES,PCB_x,PCB_y,ROTATION,VALUE,FOOTPRINT,
  SMD_BOTTOM,C210,135.75,52.85,0,100nF,CC1005,
  SMD_BOTTOM,C211,136.65,51.3,0,100nF,CC1005,
  SMD_BOTTOM,C212,135.75,53.65,0,100nF,CC1005,
  SMD_BOTTOM,C213,136.3,60.6,270,100nF,CC1005,
  SMD_BOTTOM,C215,139.3,57,180,100nF,CC1005,
  SMD_BOTTOM,C216,144.6,54.6,180,100nF,CC1005,
  SMD_BOTTOM,C217,144,53.8,180,100nF,CC1005,
  SMD_BOTTOM,C218,141.3,57,0,100nF,CC1005,
  SMD_BOTTOM,C219,132.3,48.8,0,100nF,CC1005,
  SMD_BOTTOM,C22,104,30,270,100nF,CC1005,
  SMD_BOTTOM,C220,143.8,55.4,180,100nF,CC1005,
  SMD_BOTTOM,C221,143.8,56.2,180,100nF,CC1005,
  SMD_BOTTOM,C222,132.3,50.4,0,100nF,CC1005,
  SMD_BOTTOM,C223,132.3,49.6,0,100nF,CC1005,
  SMD_BOTTOM,C227,144,57.8,180,100nF,CC1005,
  SMD_BOTTOM,C228,144,58.6,180,100nF,CC1005,
  SMD_BOTTOM,C229,144.3,60.7,270,100nF,CC1005,
  SMD_BOTTOM,C230,142.7,59.8,270,100nF,CC1005,
  SMD_BOTTOM,C231,136.35,62.4,0,100nF,CC1005,
  SMD_BOTTOM,C232,137.5,57,0,100nF,CC1005,
  SMD_BOTTOM,C233,133.9,64.1,270,100nF,CC1005,
  SMD_BOTTOM,C234,132.1,64.1,270,100nF,CC1005,
  SMD_BOTTOM,C235,133,64.1,270,100nF,CC1005,
  SMD_BOTTOM,C236,143.1,57,180,100nF,CC1005,
  SMD_BOTTOM,C237,135.75,52.05,0,100nF,CC1005,
  SMD_BOTTOM,C238,137.1,59.8,90,100nF,CC1005,
  SMD_BOTTOM,C239,136.3,57.4,90,100nF,CC1005,
  SMD_BOTTOM,C243,172.5,71,0,100nF,CC1005,
  SMD_BOTTOM,C246,173,68,0,10nF,CC1005,
  SMD_BOTTOM,C247,170.5,74,270,100nF,CC3216,
  SMD_BOTTOM,C248,173,74,270,10nF,CC2012,
  SMD_BOTTOM,C250,172.5,60.5,0,100nF,CC1005,
  SMD_BOTTOM,C253,173,57.5,0,10nF,CC1005,
  SMD_BOTTOM,C254,170.5,63.5,270,100nF,CC3216,
  SMD_BOTTOM,C255,173,63.5,270,10nF,CC2012,
  SMD_BOTTOM,C257,172.5,50,0,100nF,CC1005,
  SMD_BOTTOM,C26,105,32,180,100nF,CC1005,
  SMD_BOTTOM,C260,173,47,0,10nF,CC1005,
  SMD_BOTTOM,C261,170.5,53,270,100nF,CC3216,
  SMD_BOTTOM,C262,173,53,270,10nF,CC2012,
  SMD_BOTTOM,C264,172.5,39.5,0,100nF,CC1005,
  SMD_BOTTOM,C267,173,36.5,0,10nF,CC1005,
  SMD_BOTTOM,C268,170.5,42.5,270,100nF,CC3216,
  SMD_BOTTOM,C269,173,42.5,270,10nF,CC2012,
  SMD_BOTTOM,C27,102,23,90,100nF,CC1005,
  SMD_BOTTOM,C271,174,14.875,0,100nF,CC1005,
  SMD_BOTTOM,C272,181.25,30.75,0,22pF,CC1005,
  SMD_BOTTOM,C273,181.125,28.25,0,22pF,CC1005,
  SMD_BOTTOM,C274,181.25,25.75,0,22pF,CC1005,
  SMD_BOTTOM,C275,181.25,23.25,0,22pF,CC1005,
  SMD_BOTTOM,C277,181.25,20.75,0,22pF,CC1005,
  SMD_BOTTOM,C278,181.25,18.25,0,22pF,CC1005,
  SMD_BOTTOM,C279,181.25,15.75,0,22pF,CC1005,
  SMD_BOTTOM,C28,105,30,270,100nF,CC1005,
  SMD_BOTTOM,C280,181.25,13.25,0,22pF,CC1005,
  SMD_BOTTOM,C282,145.4,22.8,0,15nF,CC1005,
  SMD_BOTTOM,C283,145.4,23.6,0,15nF,CC1005,
  SMD_BOTTOM,C286,145.4,22,0,15nF,CC1005,
  SMD_BOTTOM,C289,145.4,24.4,0,15nF,CC1005,
  SMD_BOTTOM,C29,84.25,24.75,270,10uF,CC2012,
  SMD_BOTTOM,C290,145.4,25.2,0,15nF,CC1005,
  SMD_BOTTOM,C292,145.4,26,0,15nF,CC1005,
  SMD_BOTTOM,C294,145.4,26.8,0,15nF,CC1005,
  SMD_BOTTOM,C296,145.4,27.6,0,15nF,CC1005,
  SMD_BOTTOM,C298,145.4,28.4,0,15nF,CC1005,
  SMD_BOTTOM,C3,96.75,13.25,0,10pF,CC1005,
  SMD_BOTTOM,C302,145.4,29.2,0,15nF,CC1005,
  SMD_BOTTOM,C304,145.4,30,0,15nF,CC1005,
  SMD_BOTTOM,C306,145.4,30.8,0,15nF,CC1005,
  SMD_BOTTOM,C31,80.25,24.75,270,10uF,CC2012,
  SMD_BOTTOM,C310,145.4,31.6,0,15nF,CC1005,
  SMD_BOTTOM,C315,145.4,32.4,0,15nF,CC1005,
  SMD_BOTTOM,C317,145.4,33.2,0,15nF,CC1005,
  SMD_BOTTOM,C319,145.4,34,0,15nF,CC1005,
  SMD_BOTTOM,C32,108,29.5,270,100nF,CC1005,
  SMD_BOTTOM,C320,142.6,24,90,100nF,CC1005,
  SMD_BOTTOM,C321,143.4,29.7,270,100nF,CC1005,
  SMD_BOTTOM,C322,137,23.3,90,100nF,CC1005,
  SMD_BOTTOM,C324,136,26,0,100nF,CC1005,
  SMD_BOTTOM,C325,138,36.1,180,10uF,TC2012,
  SMD_BOTTOM,C326,141.8,28.8,90,100nF,CC1005,
  SMD_BOTTOM,C327,138.6,28.8,90,100nF,CC1005,
  SMD_BOTTOM,C328,141.8,26.4,270,100nF,CC1005,
  SMD_BOTTOM,C329,140.2,31.2,270,100nF,CC1005,
  SMD_BOTTOM,C33,102,31,90,100nF,CC1005,
  SMD_BOTTOM,C330,140.7,20.5,180,100nF,CC1005,
  SMD_BOTTOM,C331,139.4,31.2,270,100nF,CC1005,
  SMD_BOTTOM,C332,138.6,31.2,270,100nF,CC1005,
  SMD_BOTTOM,C333,141,24,90,100nF,CC1005,
  SMD_BOTTOM,C335,143.4,27.3,90,100nF,CC1005,
  SMD_BOTTOM,C336,142.6,29.7,90,100nF,CC1005,
  SMD_BOTTOM,C337,142.6,27.9,270,100nF,CC1005,
  SMD_BOTTOM,C338,143.4,24.7,270,100nF,CC1005,
  SMD_BOTTOM,C339,136,25.2,0,100nF,CC1005,
  SMD_BOTTOM,C340,136.6,30,0,100nF,CC1005,
  SMD_BOTTOM,C341,136.6,29.2,0,100nF,CC1005,
  SMD_BOTTOM,C343,136.6,30.8,0,100nF,CC1005,
  SMD_BOTTOM,C344,141,28.8,90,100nF,CC1005,
  SMD_BOTTOM,C345,140.2,28.8,90,100nF,CC1005,
  SMD_BOTTOM,C346,139.4,28.8,90,100nF,CC1005,
  SMD_BOTTOM,C347,141,26.4,270,100nF,CC1005,
  SMD_BOTTOM,C348,141.8,24,90,100nF,CC1005,
  SMD_BOTTOM,C349,140.7,21.3,180,100nF,CC1005,
  SMD_BOTTOM,C35,106,29,270,100nF,CC1005,
  SMD_BOTTOM,C350,140.2,26.4,270,100nF,CC1005,
  SMD_BOTTOM,C351,139.4,26.4,270,100nF,CC1005,
  SMD_BOTTOM,C352,138.6,26.4,270,100nF,CC1005,
  SMD_BOTTOM,C353,137.8,26.4,270,100nF,CC1005,
  SMD_BOTTOM,C354,140.2,24,90,100nF,CC1005,
  SMD_BOTTOM,C355,140.2,19.3,90,100nF,CC1005,
  SMD_BOTTOM,C356,139.4,19.3,90,100nF,CC1005,
  SMD_BOTTOM,C357,138.6,19.3,90,100nF,CC1005,
  SMD_BOTTOM,C358,141.8,31.2,270,100nF,CC1005,
  SMD_BOTTOM,C359,137.8,19.3,90,100nF,CC1005,
  SMD_BOTTOM,C36,106,25,270,100nF,CC1005,
  SMD_BOTTOM,C360,139.4,24,90,100nF,CC1005,
  SMD_BOTTOM,C361,138.6,24,90,100nF,CC1005,
  SMD_BOTTOM,C362,137.8,24,90,100nF,CC1005,
  SMD_BOTTOM,C363,137,19.3,90,100nF,CC1005,
  SMD_BOTTOM,C364,136.6,31.6,180,100nF,CC1005,
  SMD_BOTTOM,C365,130.6,36.4,90,100nF,CC1005,
  SMD_BOTTOM,C366,137.4,34,180,100nF,CC1005,
  SMD_BOTTOM,C367,131.4,36.4,90,100nF,CC1005,
  SMD_BOTTOM,C368,131.4,19.4,90,100nF,CC1005,
  SMD_BOTTOM,C369,129.8,19.4,90,100nF,CC1005,
  SMD_BOTTOM,C37,104,24,180,100nF,CC1005,
  SMD_BOTTOM,C370,134.6,20.8,90,100nF,CC1005,
  SMD_BOTTOM,C371,133.8,36.4,90,100nF,CC1005,
  SMD_BOTTOM,C372,133.8,19.7,90,100nF,CC1005,
  SMD_BOTTOM,C373,136.2,21.6,90,100nF,CC1005,
  SMD_BOTTOM,C374,129.6,39.6,0,10uF,TC2012,
  SMD_BOTTOM,C375,132.2,36.4,90,100nF,CC1005,
  SMD_BOTTOM,C376,133,36.4,90,100nF,CC1005,
  SMD_BOTTOM,C377,129.8,36.4,90,100nF,CC1005,
  SMD_BOTTOM,C378,130.6,19.4,90,100nF,CC1005,
  SMD_BOTTOM,C379,132.2,19.9,90,100nF,CC1005,
  SMD_BOTTOM,C38,104,26,180,100nF,CC1005,
  SMD_BOTTOM,C380,135.4,32.8,90,100nF,CC1005,
  SMD_BOTTOM,C381,134.6,33.4,270,100nF,CC1005,
  SMD_BOTTOM,C382,138.2,32.4,180,100nF,CC1005,
  SMD_BOTTOM,C383,137.4,33.2,180,100nF,CC1005,
  SMD_BOTTOM,C384,133,18.8,90,100nF,CC1005,
  SMD_BOTTOM,C385,135.4,20.8,90,100nF,CC1005,
  SMD_BOTTOM,C386,130.2,34.3,0,100nF,CC1005,
  SMD_BOTTOM,C387,130.2,33.2,0,100nF,CC1005,
  SMD_BOTTOM,C388,129.9,31.7,0,100nF,CC1005,
  SMD_BOTTOM,C389,129,30.5,0,100nF,CC1005,
  SMD_BOTTOM,C39,100,27,90,100nF,CC1005,
  SMD_BOTTOM,C390,129.2,21.9,0,100nF,CC1005,
  SMD_BOTTOM,C391,130.4,24.4,0,100nF,CC1005,
  SMD_BOTTOM,C392,129.5,26.1,0,100nF,CC1005,
  SMD_BOTTOM,C393,130.6,23.1,0,100nF,CC1005,
  SMD_BOTTOM,C394,126.8,19.1,270,10uF,TC2012,
  SMD_BOTTOM,C395,114.375,88.75,0,1uF,CC2012,
  SMD_BOTTOM,C397,114.375,90.75,0,100nF,CC2012,
  SMD_BOTTOM,C40,101,27,270,100nF,CC1005,
  SMD_BOTTOM,C402,113.375,95.5,180,100nF,CC2012,
  SMD_BOTTOM,C403,113.375,93.5,180,1uF,CC2012,
  SMD_BOTTOM,C41,104,25,0,100nF,CC1005,
  SMD_BOTTOM,C417,103.25,90.875,90,10uF,TC3528,
  SMD_BOTTOM,C418,104.25,95.25,270,100nF,CC1005,
  SMD_BOTTOM,C42,106,27,180,100nF,CC1005,
  SMD_BOTTOM,C428,104.25,99.25,270,100nF,CC1005,
  SMD_BOTTOM,C429,107.5,90.875,90,10uF,TC3528,
  SMD_BOTTOM,C45,104.25,13.25,180,100nF,CC1005,
  SMD_BOTTOM,C452,104.25,81.25,270,100nF,CC1005,
  SMD_BOTTOM,C462,104.25,85.25,270,100nF,CC1005,
  SMD_BOTTOM,C469,89.75,102.75,180,1uF,CC1005,
  SMD_BOTTOM,C470,89.75,103.75,180,100nF,CC1005,
  SMD_BOTTOM,C471,89.25,95,180,1uF,CC1005,
  SMD_BOTTOM,C472,87.75,97,180,1uF,CC1005,
  SMD_BOTTOM,C473,91.75,103.75,0,1uF,CC1005,
  SMD_BOTTOM,C474,89.25,94,180,100nF,CC1005,
  SMD_BOTTOM,C475,87.75,96,180,100nF,CC1005,
  SMD_BOTTOM,C476,91.75,102.75,0,100nF,CC1005,
  SMD_BOTTOM,C477,91.75,84.625,0,47uF,CC3225,
  SMD_BOTTOM,C478,90.75,81.875,0,4.7uF,CC1608,
  SMD_BOTTOM,C479,93.5,81.125,180,1uF,CC1005,
  SMD_BOTTOM,C48,115,28,180,100nF,CC1005,
  SMD_BOTTOM,C480,93.5,82.125,180,100nF,CC1005,
  SMD_BOTTOM,C481,96,101.25,0,1uF,CC1005,
  SMD_BOTTOM,C482,96,100.25,0,1uF,CC1005,
  SMD_BOTTOM,C483,96,98.5,0,1uF,CC1005,
  SMD_BOTTOM,C484,96,96.75,0,1uF,CC1005,
  SMD_BOTTOM,C485,91.25,95,0,1uF,CC1005,
  SMD_BOTTOM,C486,96,102,0,100nF,CC1005,
  SMD_BOTTOM,C487,96,99.5,0,100nF,CC1005,
  SMD_BOTTOM,C488,96,97.75,0,100nF,CC1005,
  SMD_BOTTOM,C489,96,96,0,100nF,CC1005,
  SMD_BOTTOM,C49,111,23,90,100nF,CC1005,
  SMD_BOTTOM,C490,91.25,94,0,100nF,CC1005,
  SMD_BOTTOM,C491,69.75,93.5,90,100nF,CC1005,
  SMD_BOTTOM,C492,93.625,94.125,0,100nF,CC1005,
  SMD_BOTTOM,C493,96,91,90,10uF,CC2012,
  SMD_BOTTOM,C496,93.75,91,90,10uF,CC2012,
  SMD_BOTTOM,C498,91.5,91,90,10uF,CC2012,
  SMD_BOTTOM,C50,109,22,90,100nF,CC1005,
  SMD_BOTTOM,C502,69.75,98.75,90,100nF,CC1005,
  SMD_BOTTOM,C505,89.25,78.875,180,1uF,CC1005,
  SMD_BOTTOM,C506,89.25,79.75,180,100nF,CC1005,
  SMD_BOTTOM,C507,87.75,81.75,180,1uF,CC1005,
  SMD_BOTTOM,C508,92,87.25,0,1uF,CC1005,
  SMD_BOTTOM,C509,89.5,88.25,180,1uF,CC1005,
  SMD_BOTTOM,C51,113,20,90,100nF,CC1005,
  SMD_BOTTOM,C510,87.75,80.75,180,100nF,CC1005,
  SMD_BOTTOM,C511,92,88.25,0,100nF,CC1005,
  SMD_BOTTOM,C512,89.5,87.25,180,100nF,CC1005,
  SMD_BOTTOM,C513,91.75,99.75,0,47uF,CC3225,
  SMD_BOTTOM,C514,90.75,97,0,4.7uF,CC1608,
  SMD_BOTTOM,C515,93.25,97.25,180,1uF,CC1005,
  SMD_BOTTOM,C516,93.25,96.25,180,100nF,CC1005,
  SMD_BOTTOM,C517,96,86.75,0,1uF,CC1005,
  SMD_BOTTOM,C518,96,85,0,1uF,CC1005,
  SMD_BOTTOM,C519,96,83.25,0,1uF,CC1005,
  SMD_BOTTOM,C52,110,28,0,100nF,CC1005,
  SMD_BOTTOM,C520,96,81.5,0,1uF,CC1005,
  SMD_BOTTOM,C521,91.25,79.75,0,1uF,CC1005,
  SMD_BOTTOM,C522,96,86,0,100nF,CC1005,
  SMD_BOTTOM,C523,96,84.25,0,100nF,CC1005,
  SMD_BOTTOM,C524,96,82.5,0,100nF,CC1005,
  SMD_BOTTOM,C525,96,80.75,0,100nF,CC1005,
  SMD_BOTTOM,C526,91.25,78.875,0,100nF,CC1005,
  SMD_BOTTOM,C527,93.5,79.125,0,100nF,CC1005,
  SMD_BOTTOM,C528,95.5,76.25,90,10uF,CC2012,
  SMD_BOTTOM,C53,109,20,0,100nF,CC1005,
  SMD_BOTTOM,C530,93.5,76.25,90,10uF,CC2012,
  SMD_BOTTOM,C533,91.25,76.25,90,10uF,CC2012,
  SMD_BOTTOM,C535,42,15.5,180,100nF,CC1005,
  SMD_BOTTOM,C536,42.5,7,0,100nF,CC1005,
  SMD_BOTTOM,C537,14.6,20.6,90,13pF,CC1005,
  SMD_BOTTOM,C538,15.8,19.8,270,13pF,CC1005,
  SMD_BOTTOM,C54,111,19,270,100nF,CC1005,
  SMD_BOTTOM,C545,27.6,24,90,100nF,CC1005,
  SMD_BOTTOM,C546,32,26.4,90,100nF,CC1005,
  SMD_BOTTOM,C547,31,26.4,90,100nF,CC1005,
  SMD_BOTTOM,C548,33.6,20.4,0,100nF,CC1005,
  SMD_BOTTOM,C549,21.2,25.8,180,100nF,CC1005,
  SMD_BOTTOM,C55,115.25,25,180,100nF,CC1005,
  SMD_BOTTOM,C550,33.6,17.8,0,100nF,CC1005,
  SMD_BOTTOM,C551,31,15.4,0,100nF,CC1005,
  SMD_BOTTOM,C552,33.6,18.8,0,100nF,CC1005,
  SMD_BOTTOM,C553,26,16,270,100nF,CC1005,
  SMD_BOTTOM,C554,28,26.4,90,10nF,CC1005,
  SMD_BOTTOM,C555,23,23,90,100nF,CC1005,
  SMD_BOTTOM,C556,21.6,23,90,2.2uF,CC1608,
  SMD_BOTTOM,C557,24,18,180,100nF,CC1005,
  SMD_BOTTOM,C559,23,16.4,270,100nF,CC1005,
  SMD_BOTTOM,C56,117,22,180,100nF,CC1005,
  SMD_BOTTOM,C560,21.6,16,270,22uF,CC1608,
  SMD_BOTTOM,C561,23.2,19,180,100nF,CC1005,
  SMD_BOTTOM,C562,23.2,19.8,180,10nF,CC1005,
  SMD_BOTTOM,C563,23.8,23,270,100nF,CC1005,
  SMD_BOTTOM,C564,21.2,27.2,180,2.2uF,CC1608,
  SMD_BOTTOM,C565,23.8,15,180,100nF,CC1005,
  SMD_BOTTOM,C566,23.8,14.2,180,10nF,CC1005,
  SMD_BOTTOM,C567,27.8,14.2,0,100nF,CC1005,
  SMD_BOTTOM,C568,27.8,15,0,10nF,CC1005,
  SMD_BOTTOM,C569,29,26.4,90,100nF,CC1005,
  SMD_BOTTOM,C57,106,19,0,100nF,CC1005,
  SMD_BOTTOM,C570,30,26.4,90,10nF,CC1005,
  SMD_BOTTOM,C571,24,25.8,90,100nF,CC1005,
  SMD_BOTTOM,C572,25,25.8,90,10nF,CC1005,
  SMD_BOTTOM,C573,27,16.8,270,100nF,CC1005,
  SMD_BOTTOM,C574,33.6,22.8,0,100nF,CC1005,
  SMD_BOTTOM,C575,33.6,21.8,0,10nF,CC1005,
  SMD_BOTTOM,C58,107,25,90,100nF,CC1005,
  SMD_BOTTOM,C59,113,18,0,100nF,CC1005,
  SMD_BOTTOM,C594,22.75,70.75,0,1uF,CC1608,
  SMD_BOTTOM,C595,22.75,69.5,0,100nF,CC1005,
  SMD_BOTTOM,C596,22.75,68.5,0,1nF,CC1005,
  SMD_BOTTOM,C599,22.25,66,0,10uF,TC2012,
  SMD_BOTTOM,C600,22.25,64.25,0,1uF,CC1608,
  SMD_BOTTOM,C601,22.25,63,0,100nF,CC1005,
  SMD_BOTTOM,C602,22.25,62,0,1nF,CC1005,
  SMD_BOTTOM,C609,86.25,24.75,270,10uF,CC2012,
  SMD_BOTTOM,C610,82.25,24.75,270,10uF,CC2012,
  SMD_BOTTOM,C613,22,38.5,0,1uF,CC1608,
  SMD_BOTTOM,C614,22,37.25,0,100nF,CC1005,
  SMD_BOTTOM,C615,22,36.25,0,1nF,CC1005,
  SMD_BOTTOM,C616,22,40.5,0,10UF,TC2012,
  SMD_BOTTOM,C617,22.5,52,180,1uF,CC1608,
  SMD_BOTTOM,C618,22.5,49.75,180,100nF,CC1005,
  SMD_BOTTOM,C619,22.5,50.75,180,1nF,CC1005,
  SMD_BOTTOM,C62,100,38,0,100nF,CC1005,
  SMD_BOTTOM,C625,22,45.75,0,1uF,CC1608,
  SMD_BOTTOM,C626,22,43.5,0,100nF,CC1005,
  SMD_BOTTOM,C627,22,44.5,0,1nF,CC1005,
  SMD_BOTTOM,C628,22,47.5,0,10UF,TC2012,
  SMD_BOTTOM,C629,22.25,58.75,0,10UF,TC2012,
  SMD_BOTTOM,C63,100,35,0,100nF,CC1005,
  SMD_BOTTOM,C630,22.25,57,0,1uF,CC1608,
  SMD_BOTTOM,C631,22.25,54.75,0,100nF,CC1005,
  SMD_BOTTOM,C632,22.25,55.75,0,1nF,CC1005,
  SMD_BOTTOM,C64,91,33,90,100nF,CC1005,
  SMD_BOTTOM,C65,94,36,0,100nF,CC1005,
  SMD_BOTTOM,C66,93,39,0,100nF,CC1005,
  SMD_BOTTOM,C67,96,40,0,100nF,CC1005,
  SMD_BOTTOM,C68,95,44,270,100nF,CC1005,
  SMD_BOTTOM,C69,91.6,42,0,100nF,CC1005,
  SMD_BOTTOM,C70,97,37,0,100nF,CC1005,
  SMD_BOTTOM,C71,101,22,90,100nF,CC1005,
  SMD_BOTTOM,C717,87.8,70.95,0,100nF,CC1005,
  SMD_BOTTOM,C718,87.8,68.1,0,10nF,CC1005,
  SMD_BOTTOM,C719,87.8,69.6,0,1nF,CC1005,
  SMD_BOTTOM,C72,106,21,90,100nF,CC1005,
  SMD_BOTTOM,C73,98,34,0,100nF,CC1005,
  SMD_BOTTOM,C74,104,22,90,100nF,CC1005,
  SMD_BOTTOM,C75,95,33,0,100nF,CC1005,
  SMD_BOTTOM,C76,96.75,46.75,0,10uF,CC2012,
  SMD_BOTTOM,C77,80.5,35,90,10uF,CC2012,
  SMD_BOTTOM,C79,99,41,0,100nF,CC1005,
  SMD_BOTTOM,C8,98.5,25.5,90,100nF,CC1005,
  SMD_BOTTOM,C80,112,41,0,100nF,CC1005,
  SMD_BOTTOM,C81,102,42,0,100nF,CC1005,
  SMD_BOTTOM,C82,104.5,38,180,100nF,CC1005,
  SMD_BOTTOM,C83,113,39,0,100nF,CC1005,
  SMD_BOTTOM,C84,115,42,90,100nF,CC1005,
  SMD_BOTTOM,C85,108,39,180,100nF,CC1005,
  SMD_BOTTOM,C86,109,34,180,100nF,CC1005,
  SMD_BOTTOM,C87,109,41,0,100nF,CC1005,
  SMD_BOTTOM,C88,103,36,0,100nF,CC1005,
  SMD_BOTTOM,C89,109,37,180,100nF,CC1005,
  SMD_BOTTOM,C9,103,29,90,100nF,CC1005,
  SMD_BOTTOM,C90,112,37,180,100nF,CC1005,
  SMD_BOTTOM,C91,107,33,180,100nF,CC1005,
  SMD_BOTTOM,C92,118.5,46,270,100uF,CC3225,
  SMD_BOTTOM,C93,111,35.5,90,100nF,CC1005,
  SMD_BOTTOM,C94,113,40,0,100nF,CC1005,
  SMD_BOTTOM,C95,108,40,180,100nF,CC1005,
  SMD_BOTTOM,C96,107,43.25,180,100nF,CC1005,
  SMD_BOTTOM,C97,114,42,270,100nF,CC1005,
  SMD_BOTTOM,C98,110,39,90,100nF,CC1005,
  SMD_BOTTOM,C99,112,34,180,100nF,CC1005,
  SMD_BOTTOM,FB109,84.25,70.75,180,BLM18PG181SN1,BEAD1608,
  SMD_BOTTOM,FB11,172,48.625,0,BLM18AG121SN1,BEAD1608,
  SMD_BOTTOM,FB14,172,38,0,BLM18AG121SN1,BEAD1608,
  SMD_BOTTOM,FB17,19.8,14.8,90,MPZ2012S601A,BEAD2012,
  SMD_BOTTOM,FB18,15.6,12.2,90,MPZ2012S601A,BEAD2012,
  SMD_BOTTOM,FB19,13,12.2,90,MPZ2012S601A,BEAD2012,
  SMD_BOTTOM,FB2,87.25,14,180,BLM41PG750SN1,BEAD4516,
  SMD_BOTTOM,FB3,101.5,10,180,BLM41PG750SN1,BEAD4516,
  SMD_BOTTOM,FB5,172.25,69.625,0,BLM18AG121SN1,BEAD1608,
  SMD_BOTTOM,FB8,172,59,0,BLM18AG121SN1,BEAD1608,
  SMD_BOTTOM,FB84,20,23,90,BLM18PG181SN1,BEAD1608,
  SMD_BOTTOM,L10,156,47.8,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L11,160.6,47.8,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L12,156,51.4,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L13,160.6,51.4,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L14,156,44.2,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L15,160.6,44.2,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L16,160.6,40.6,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L17,156,40.6,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L2,156,55,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L3,160.6,55,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L4,156,58.6,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L5,160.6,58.6,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L6,160.6,65.8,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L7,156,65.8,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L8,156,62.2,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,L9,160.6,62.2,0,10uH/MLF2012E100KT,BEAD2012,
  SMD_BOTTOM,R100,183.25,30.75,0,4.99K,RC1005,
  SMD_BOTTOM,R101,183.5,28.25,0,4.99K,RC1005,
  SMD_BOTTOM,R102,183.5,25.75,0,4.99K,RC1005,
  SMD_BOTTOM,R1022,166,71.5,0,1K,RC2012,
  SMD_BOTTOM,R1024,166,69.25,0,1K,RC2012,
  SMD_BOTTOM,R1026,166,67,0,1K,RC2012,
  SMD_BOTTOM,R103,183.5,23.25,0,4.99K,RC1005,
  SMD_BOTTOM,R1031,166,62.5,0,1K,RC2012,
  SMD_BOTTOM,R1033,166,60.25,0,1K,RC2012,
  SMD_BOTTOM,R1037,166,58,0,1K,RC2012,
  SMD_BOTTOM,R1039,166,55.75,0,1K,RC2012,
  SMD_BOTTOM,R1040,166,64.75,0,1K,RC2012,
  SMD_BOTTOM,R1041,166,44.5,0,1K,RC2012,
  SMD_BOTTOM,R1043,166,42.25,0,1K,RC2012,
  SMD_BOTTOM,R1045,166,40,0,1K,RC2012,
  SMD_BOTTOM,R1047,166,37.75,0,1K,RC2012,
  SMD_BOTTOM,R1051,166,53.5,0,1K,RC2012,
  SMD_BOTTOM,R1053,166,51.25,0,1K,RC2012,
  SMD_BOTTOM,R1055,166,49,0,1K,RC2012,
  SMD_BOTTOM,R1057,166,46.75,0,1K,RC2012,
  SMD_BOTTOM,R1074,129.4,46.2,90,10K,RC1608,
  SMD_BOTTOM,R111,183.5,21.75,0,10K,RC1005,
  SMD_BOTTOM,R112,183.5,19.25,0,10K,RC1005,
  SMD_BOTTOM,R113,183.5,16.75,0,10K,RC1005,
  SMD_BOTTOM,R114,183.5,14.25,0,10K,RC1005,
  SMD_BOTTOM,R115,183.5,20.75,0,4.99K,RC1005,
  SMD_BOTTOM,R116,183.5,18.25,0,4.99K,RC1005,
  SMD_BOTTOM,R117,183.5,15.75,0,4.99K,RC1005,
  SMD_BOTTOM,R118,183.5,13.25,0,4.99K,RC1005,
  SMD_BOTTOM,R1397,149,38.8,180,2K,RC1608,
  SMD_BOTTOM,R1398,151.8,38.8,0,2K,RC1608,
  SMD_BOTTOM,R1401,144.9,38.7,0,2K,RC1608,
  SMD_BOTTOM,R1403,142.1,38.7,180,2K,RC1608,
  SMD_BOTTOM,R1405,138,39.8,90,2K,RC1608,
  SMD_BOTTOM,R1406,135.2,42.8,90,2K,RC1608,
  SMD_BOTTOM,R1407,135.2,39.8,270,2K,RC1608,
  SMD_BOTTOM,R1408,138,42.8,270,2K,RC1608,
  SMD_BOTTOM,R1417,70.75,14.5,0,6.34K,RC1005,
  SMD_BOTTOM,R1418,70.75,15.5,180,6.34K,RC1005,
  SMD_BOTTOM,R1419,70.75,16.5,0,4.22K,RC1005,
  SMD_BOTTOM,R1420,70.25,18,270,4.22K,RC1005,
  SMD_BOTTOM,R1429,67.5,18,90,4.7K,RC1005,
  SMD_BOTTOM,R1437,67.5,16,270,2.87K,RC1005,
  SMD_BOTTOM,R1446,130.9,44,90,0,RC1005,
